Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
45,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
46,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
47,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
48,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
49,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
50,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
51,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
52,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
53,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
54,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
55,7.530607280275891814e+19,7.620145000000000098e+21,8.083639999999999493e-01,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,2.737565044605706862e+04
56,2.758758861447512719e+20,7.732065000000000623e+21,8.173879999999999812e-01,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,2.848174593583812748e+04
57,1.450716762236646064e+21,8.535699999999999869e+21,8.943463333333334431e-01,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.708568117639140110e+04
58,2.709665013738605275e+22,7.336494999999999273e+22,1.220207500000000111e+00,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.509808217970201222e+05
59,2.394523105214105345e+23,7.256237500000000247e+23,1.691464999999999996e+00,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.108710824825889897e+06
60,1.610913199100204134e+23,2.656280000000000178e+23,2.241789999999999949e+00,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,7.718010616072358098e+05
61,3.322933054730264589e+22,2.302897333333333429e+22,2.831198333333333039e+01,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.353228993446914828e+05
62,3.057152956467020038e+21,5.988800000000000000e+20,8.996857499999998709e+01,5.342240000000000322e+01,7.000000000000000000e+01,5.500000000000000000e+01,2.091765796027909382e+05
63,3.321554069003310203e+20,1.185003206363636204e+20,8.366383636363637777e+01,5.342239999999999611e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.006174087574109144e+05
